Text,Label,reads,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
"Dear Stanford staff!Thank you for a wonderful course. I learnt a lot!During the exam I reached 90% which is shown in my progress figure. Later i realize I was totally misled by this score. Finishing up I didn't care much to get the last question right. I was so excited to see the total percent score was 90% and I therefore would get a statement with distinction.After a while I added up my scores from each section. I got a total of 89,5%. Now I realize that the total score shown in the progress figure is a round up.If I had known I would be more careful about getting the last question right. My big mystery is now: will i earn a statement of accomplishment with distinction since my score in the progress figures is shown to be 90%??? I've been working hard to get here, and definitely feel I deserve the distinctive statement.Best regards<nameRedac_<anon_screen_name_redacted>> <nameRedac_<anon_screen_name_redacted>> <nameRedac_<anon_screen_name_redacted>>",0,184,176,79.01,16.7,94.65,90.96,19.56,21.02,88.07,48.3,13.07,11.36,10.8,0,0.57,0,0,1.7,8.52,11.93,9.09,4.55,2.84,0.57,17.61,5.11,2.27,0.57,2.84,5.68,3.98,3.98,0,0,0,0,3.98,0,0.57,0,0,17.05,7.39,1.7,1.7,2.84,4.55,2.84,3.98,2.84,0,1.7,0,0,0,0,0,14.77,0.57,3.98,3.41,7.95,0.57,5.68,10.23,0.57,11.36,0,5.68,5.68,3.98,0,0,0,0,0,0,0,0,0,0,0,27.27,5.68,1.14,0.57,0,1.7,1.14,0,0,1.14,0,15.91
Thanks Micahel. That was very helpful info.,1,199,7,5.89,92.33,13.15,99,3.5,28.57,85.71,42.86,14.29,0,0,0,0,0,0,14.29,0,0,14.29,14.29,0,0,28.57,14.29,0,0,0,0,28.57,28.57,0,0,0,0,14.29,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,28.57,0,0,0,0,0,0,0,0,0,0
"How does one get a review for an answer that was marked wrong only to change it and have it appear as the correct answer? This just happened to me with Quiz #8. There were two questions. I got my first attempt at #1 incorrect, waited a few days then returned tonight and changed it to another; also was given a red x. Lo and behold when I checked the answer it was the first answer that I'd given. Kristin, please help! I really feel badly about this.",0,406,88,35.54,24.76,85.21,11.17,12.57,12.5,88.64,53.41,17.05,6.82,6.82,0,0,0,0,10.23,7.95,9.09,7.95,9.09,9.09,0,18.18,4.55,1.14,2.27,6.82,2.27,3.41,1.14,2.27,0,0,0,1.14,0,0,0,0,13.64,6.82,3.41,0,2.27,1.14,1.14,3.41,2.27,0,1.14,0,0,0,0,0,6.82,1.14,2.27,1.14,2.27,1.14,11.36,5.68,2.27,12.5,2.27,1.14,9.09,2.27,0,0,0,0,0,0,0,0,0,0,0,14.77,5.68,2.27,0,1.14,1.14,1.14,0,0,1.14,0,2.27
Thanks BeatriceM for posting the message here. I would have missed checking my email... that tells how glued was i to the course rather than my mailbox :p),1,244,28,38.6,14.19,13.15,25.77,9.33,17.86,82.14,57.14,17.86,14.29,14.29,0,0,0,0,3.57,7.14,10.71,10.71,10.71,3.57,0,21.43,3.57,3.57,3.57,0,0,7.14,3.57,3.57,0,0,3.57,10.71,0,0,0,0,14.29,0,3.57,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,3.57,3.57,0,0,0,0,7.14,10.71,0,0,0,0,0,3.57,0,3.57,0,0,0,0,0,0,0,0,0,21.43,14.29,0,3.57,0,0,0,0,0,0,3.57,0
"Hello,It would be great if \Stanford University\"" is mentioned at the head of the certificate and not only \""Standford\"". It would be also great if the discipline \""Medicine\"" is mentioned, e.g. like that:\""Medicine: Writing in the Sciences\""Thank you for this great course! Sincerely,Dr. <nameRedac_<anon_screen_name_redacted>> A. <nameRedac_<anon_screen_name_redacted>>,University Clinic Tuebingen, Germany""",0,244,62,71.73,68.57,1,99,15.5,30.65,79.03,43.55,8.06,1.61,0,0,1.61,0,0,6.45,8.06,8.06,9.68,3.23,6.45,1.61,12.9,4.84,1.61,0,0,0,8.06,8.06,0,0,0,0,9.68,0,0,0,0,8.06,0,0,6.45,3.23,0,4.84,3.23,3.23,0,0,6.45,1.61,4.84,0,0,6.45,1.61,0,0,4.84,0,0,8.06,0,3.23,0,3.23,0,9.68,0,0,0,0,0,0,0,0,0,0,0,72.58,8.06,8.06,3.23,0,0,1.61,0,12.9,0,0,38.71
Same for me : ),0,200,3,93.26,1,98.01,25.77,3,0,100,66.67,33.33,33.33,33.33,0,0,0,0,0,0,33.33,0,0,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,33.33,0,0,0,0,0,0,33.33,0
Does anyone know if they mail the certificates or if they're only available to download?,0,164,15,8.69,74.76,10.08,25.77,15,20,86.67,66.67,13.33,6.67,0,0,0,0,6.67,6.67,6.67,6.67,13.33,6.67,20,0,20,0,0,0,0,0,0,0,0,0,0,0,26.67,0,0,0,0,33.33,6.67,0,13.33,26.67,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,13.33,0,0,0,0,6.67,0,0,0,6.67,0,0
Hi Kristin. What happens when a correct answer is marked incorrect? This happened to me in Module 8. Can this be adjusted? Would be grateful for your feedback.,0,406,28,29.3,63.97,13.15,87.2,5.6,28.57,82.14,53.57,17.86,7.14,3.57,0,3.57,0,0,10.71,3.57,10.71,17.86,3.57,3.57,0,21.43,0,0,7.14,3.57,0,3.57,3.57,0,0,0,0,7.14,0,0,0,0,14.29,3.57,0,3.57,0,3.57,3.57,0,0,0,0,0,0,0,0,0,3.57,3.57,0,0,0,0,3.57,17.86,0,7.14,0,3.57,3.57,3.57,0,0,0,0,0,0,0,0,0,0,0,17.86,10.71,0,0,0,7.14,0,0,0,0,0,0
"Reposting:Gry, Prof. <redacted> said it gets rounded up, so your 89.5 should be 90% as well. Congrats!",1,526,18,18.82,95.2,1,98.27,9,22.22,55.56,44.44,11.11,5.56,0,0,5.56,0,0,5.56,0,11.11,11.11,11.11,11.11,0,22.22,5.56,5.56,0,11.11,0,5.56,5.56,0,0,0,0,11.11,0,0,0,0,5.56,0,0,5.56,0,0,0,5.56,0,5.56,0,0,0,0,0,0,11.11,0,0,5.56,5.56,0,5.56,11.11,0,5.56,0,5.56,0,0,0,0,0,0,0,5.56,0,0,0,5.56,0,50,11.11,11.11,5.56,0,0,5.56,0,0,0,0,16.67
"89.5 will be rounded up to 90, so you got a distinction!",1,1047,12,62.04,79.76,23.51,25.77,12,16.67,75,58.33,8.33,8.33,0,0,8.33,0,0,0,8.33,16.67,16.67,8.33,8.33,0,25,0,0,0,16.67,0,0,0,0,0,0,0,8.33,0,0,0,0,8.33,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,16.67,0,0,8.33,8.33,0,8.33,8.33,8.33,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,8.33,0,0,0,8.33,0,0,0,0,0
Thank you Dr. Kristin and team members for the wonderful course. I learnt a lot form this course.,0,160,18,86.43,95.2,4.97,99,9,16.67,83.33,38.89,16.67,11.11,5.56,0,5.56,0,0,5.56,11.11,5.56,0,0,5.56,0,11.11,5.56,0,0,0,5.56,11.11,11.11,0,0,0,0,16.67,0,0,0,0,11.11,5.56,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,5.56,0,0,0,5.56,5.56,0,0,0,0,0,22.22,5.56,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0
"I just checked back on my assignment 2 as there was an exclamation mark by the 'assessment pannel'.It says that I only completed 2 peer reviews...but I thought I did 4? I completed them on the due date of the assignment (after the submission deadline TIME I thought...), but it's only counted 2 as completed.Is there any way for me to access the assignments that I peer-reviewed to double check this?Thanks!",0,78,76,60.83,14.62,86.55,50.32,38,21.05,81.58,55.26,19.74,13.16,11.84,0,0,0,1.32,6.58,7.89,13.16,5.26,7.89,5.26,0,10.53,3.95,3.95,0,6.58,2.63,1.32,1.32,0,0,0,0,3.95,0,1.32,0,0,10.53,2.63,0,0,1.32,3.95,2.63,1.32,0,1.32,0,0,0,0,0,0,1.32,0,0,0,1.32,0,6.58,5.26,0,10.53,0,5.26,6.58,7.89,0,0,0,0,0,0,0,0,0,0,0,23.68,10.53,1.32,0,0,2.63,1.32,1.32,0,3.95,2.63,0
The course staff sent an e-mail and they said that the certificates will be available to download from the dashboard page on december 2nd. Cheers!,1,262,25,98.05,94.5,6.7,91.14,12.5,20,80,48,8,4,0,0,0,0,4,4,16,12,8,0,4,0,16,0,0,0,0,0,4,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,4,0,0,8,4,4,12,4,4,4,12,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,4,4,0,0,0,0
The course staff sent an e-mail and they said that the certificates will be available to download from the dashboard page on december 2nd. Cheers!,1,252,25,98.05,94.5,6.7,91.14,12.5,20,80,48,8,4,0,0,0,0,4,4,16,12,8,0,4,0,16,0,0,0,0,0,4,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,4,0,0,8,4,4,12,4,4,4,12,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,4,4,0,0,0,0
I made Phd in Law)). This course was also very useful for me)!,0,301,13,10.57,6.21,63.54,99,6.5,0,100,61.54,23.08,15.38,15.38,0,0,0,0,7.69,0,15.38,7.69,15.38,7.69,0,15.38,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,0,15.38,0,0,15.38,0,0,7.69,0,7.69,0,23.08,0,0,0,0,0,0,0,0,0,0,0,38.46,7.69,0,0,0,0,7.69,0,0,0,23.08,0
They're all electronic David - can you imagine the time & cost to mail paper ones to all course participants??,1,164,18,93.26,99,4.97,25.77,18,16.67,83.33,33.33,5.56,5.56,0,0,5.56,0,0,0,5.56,11.11,11.11,0,0,0,5.56,0,0,0,0,11.11,0,0,0,0,0,0,22.22,0,0,0,0,16.67,5.56,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,5.56,0,0,5.56,11.11,0,0,5.56,0,0,0,0,0,0,0,0,27.78,0,0,0,0,11.11,0,5.56,0,5.56,0,5.56
"Yes, we should thank Pr <redacted>.I think everything was made possible in order to have good results, but, most of all, this course demonstrate that writing is a skill I could acquire even as a non english speaker.As a medical doctor in a French university hospital, I already used some of the material from the course to help my residents, and they loved it!.",0,381,66,80.14,56.02,6.95,94.75,66,22.73,89.39,51.52,15.15,9.09,6.06,1.52,0,0,1.52,6.06,9.09,13.64,7.58,3.03,6.06,0,15.15,4.55,4.55,0,0,4.55,4.55,4.55,0,0,0,0,7.58,0,0,0,0,18.18,1.52,4.55,3.03,4.55,3.03,1.52,1.52,0,1.52,0,6.06,0,4.55,0,0,12.12,4.55,3.03,4.55,3.03,0,6.06,6.06,0,6.06,0,3.03,1.52,9.09,0,1.52,0,0,0,1.52,0,0,1.52,0,0,18.18,4.55,9.09,0,0,0,1.52,0,0,0,0,3.03
"Hello OpenEdX team,I agree with <redacted> <redacted>. Even though this was a 2 month course, it was a legitimate course nonetheless. It has also been provided by a really famous University. The credit given to the students who successfully completed the course will represent the degree of importance the University and OpenEdX is giving to the course. Hoping to get a nicely presented certification that would 'look' good as well.Thank you<nameRedac_<anon_screen_name_redacted>> S.",1,244,79,80.6,69.37,1,99,15.8,22.78,83.54,48.1,8.86,2.53,1.27,0,1.27,0,0,6.33,12.66,8.86,8.86,7.59,5.06,0,16.46,1.27,1.27,1.27,1.27,0,12.66,12.66,0,0,0,0,7.59,0,0,0,0,6.33,0,0,2.53,1.27,1.27,2.53,2.53,2.53,0,0,0,0,0,0,0,10.13,2.53,3.8,2.53,3.8,0,7.59,6.33,2.53,1.27,0,0,1.27,13.92,1.27,0,1.27,0,0,2.53,0,0,1.27,1.27,0,27.85,7.59,2.53,0,0,0,0,0,0,2.53,0,15.19
"hello kristen maam, i would like to know my status regarding my essays submitted. i am unable to know whether they were assessed and grading for those, in my assessment panel it comes as finished, but i dnt know my scores for those, in progress it shows avg. so kindly look into my account. it will be grt help if i will come to know the reviewers comments, they were my own essays...thnksdr <nameRedac_<anon_screen_name_redacted>>",0,111,80,35.24,22.67,74.76,72.57,20,18.75,82.5,51.25,21.25,15,12.5,0,0,0,2.5,6.25,1.25,12.5,10,1.25,7.5,0,20,1.25,1.25,1.25,0,0,2.5,2.5,0,0,0,0,8.75,0,0,1.25,0,10,5,0,2.5,1.25,0,3.75,3.75,3.75,0,0,1.25,0,1.25,0,0,11.25,2.5,2.5,6.25,1.25,0,3.75,11.25,2.5,6.25,2.5,3.75,0,2.5,0,0,1.25,0,0,0,0,0,0,0,0,23.75,7.5,6.25,0,0,0,0,0,0,0,0,10
"hello kiranc ,r u frm india, mysore????",0,139,7,68.29,99,1,25.77,7,0,42.86,14.29,14.29,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,28.57,0,0,0,85.71,0,28.57,0,0,57.14,0,0,0,0,0,0
but I didn't know that :( I have checked more than 12 articles and now I won't get the Statement of Accomplishment?,0,78,22,7.71,1,99,1,22,18.18,86.36,59.09,18.18,13.64,13.64,0,0,0,0,4.55,4.55,9.09,13.64,4.55,9.09,9.09,22.73,9.09,9.09,0,4.55,4.55,4.55,0,4.55,0,0,0,0,0,0,0,0,22.73,9.09,0,0,0,0,13.64,0,0,0,0,0,0,0,0,0,9.09,0,4.55,0,4.55,0,4.55,18.18,4.55,4.55,0,0,4.55,4.55,0,0,0,0,0,4.55,0,4.55,0,0,0,13.64,0,0,0,0,4.55,0,0,0,9.09,0,0
" Hey.... This Meera am a research scholar at Sambalpur University, Odisha..will be submitting my Ph. D. thesis in Biotechnology this month end... It will be my pleasure to associate, aid and advise my allies to ameliorate our works... both in sciences and also in Literature... My e-mail id is <emailRedac> ... ",0,164,51,37.29,50,66.34,62.94,7.29,23.53,80.39,49.02,17.65,11.76,9.8,1.96,0,0,0,5.88,1.96,11.76,13.73,1.96,5.88,0,17.65,0,0,0,0,1.96,1.96,1.96,0,0,0,0,7.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,5.88,1.96,1.96,0,0,0,9.8,3.92,13.73,0,9.8,3.92,15.69,0,0,0,0,0,1.96,0,0,0,0,0,49.02,39.22,3.92,0,0,0,0,1.96,0,0,0,3.92
"hi , I had forgotten to answer Question no 2.3 in homework 2 can i please update it.",0,1536,17,42.68,27.83,99,98.87,17,17.65,88.24,47.06,17.65,11.76,11.76,0,0,0,0,5.88,0,11.76,11.76,0,0,5.88,11.76,0,0,0,11.76,0,5.88,5.88,0,0,0,0,11.76,0,0,0,0,11.76,11.76,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,5.88,5.88,0,0,0,0,11.76,5.88,0,11.76,0,5.88,5.88,5.88,0,5.88,0,0,0,0,0,0,0,0,0,11.76,5.88,5.88,0,0,0,0,0,0,0,0,0
I agree. :),1,117,3,18.82,1,98.01,99,1.5,0,100,33.33,33.33,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,33.33,33.33,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0
Anyone else in the same boat?,0,184,6,99,50,98.01,25.77,6,0,83.33,50,16.67,0,0,0,0,0,0,16.67,16.67,16.67,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,33.33,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,16.67,0,0,0,0,0,0
"Really?? Wow, i'm so happy, thank you!!",1,1047,7,1,50,89.63,99,3.5,0,100,57.14,28.57,28.57,14.29,0,14.29,0,0,0,0,0,14.29,28.57,14.29,0,28.57,14.29,0,0,0,0,42.86,42.86,0,0,0,0,14.29,0,0,0,0,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,28.57,0,0,28.57,28.57,0,0,14.29,0,0
"as for me, I was not able to resubmit Essay 3, although I have a time to - I couldn't find such option",0,122,22,21.87,1,96.4,25.77,22,13.64,86.36,68.18,18.18,18.18,18.18,0,0,0,0,0,4.55,18.18,13.64,4.55,9.09,9.09,18.18,4.55,4.55,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,22.73,4.55,0,4.55,4.55,0,9.09,0,0,0,0,0,0,0,0,0,4.55,0,4.55,0,0,0,4.55,9.09,0,4.55,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,9.09,0,0,0,0,4.55,0,4.55,0,0
"The survey seems to be made for a larger screen than my laptop's since the text is overlapping. I would like to complete the survey, but that is difficult if I can't read the questions...",0,28,35,90.18,1.15,89.63,25.77,17.5,17.14,91.43,60,11.43,8.57,8.57,0,0,0,0,2.86,14.29,14.29,11.43,0,5.71,2.86,20,8.57,5.71,0,0,0,5.71,2.86,2.86,0,0,0,0,0,0,0,0,28.57,5.71,5.71,5.71,8.57,2.86,11.43,2.86,2.86,0,0,0,0,0,0,0,5.71,0,0,2.86,0,2.86,2.86,14.29,0,8.57,0,5.71,2.86,5.71,0,0,0,0,0,0,0,0,0,0,0,20,11.43,2.86,0,0,0,0,0,0,5.71,0,0
Loved this course! Please offer more!,0,117,6,62.04,99,1,99,3,0,100,16.67,16.67,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,16.67,16.67,0,0,16.67,33.33,33.33,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,33.33,0,0,0,0,0
"Does anybody have an input about the BELS certification? The Board of Editors in the Life Sciences provides annually exams for this certification. My question is, how valid or helpful is this certification for someone working as a translator/editor of scientific texts? What is the reputation of this organization?",0,182,50,85.72,72.57,3.37,63.69,12.5,32,86,56,14,2,2,0,0,0,0,12,12,16,10,4,6,0,12,4,2,4,0,0,2,2,0,0,0,0,10,0,0,0,0,10,2,2,0,8,0,2,0,0,0,0,2,0,2,0,0,4,2,2,0,0,0,0,12,0,4,0,2,2,20,0,0,0,0,0,0,0,0,0,0,0,12,2,2,0,0,6,0,0,0,0,0,2
"that's strange - when reviewing  3rd Essays I got  a  message \...there are no Essays to review\""""",0,60,16,11.86,26.6,7.84,1,16,18.75,81.25,50,12.5,6.25,6.25,0,0,0,0,6.25,6.25,6.25,12.5,12.5,6.25,6.25,18.75,6.25,0,6.25,0,0,6.25,0,6.25,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,6.25,0,0,6.25,0,6.25,12.5,0,6.25,0,0,6.25,12.5,0,0,0,0,0,0,0,0,0,0,0,56.25,18.75,0,0,0,0,0,6.25,12.5,6.25,0,12.5
"did you grade other people's essays yourself? I doubt you would get a grade if you did not. I see my scores in the \progress\"" tab.""",0,111,26,10.57,77.92,38.39,1,8.67,11.54,92.31,61.54,30.77,26.92,11.54,0,15.38,0,0,3.85,7.69,3.85,11.54,0,3.85,3.85,19.23,0,0,0,0,0,3.85,0,3.85,3.85,0,0,19.23,0,0,0,0,19.23,0,0,7.69,7.69,0,11.54,3.85,3.85,0,0,0,0,0,0,0,15.38,0,3.85,0,7.69,3.85,7.69,7.69,0,3.85,0,3.85,0,7.69,0,0,0,0,0,0,0,0,0,0,0,30.77,7.69,0,0,0,3.85,0,0,7.69,3.85,0,7.69
I don't understand why you are so concerned - the progress tab shows 90% so that is your score,1,184,18,1,86.68,4.97,25.77,18,16.67,88.89,61.11,22.22,16.67,5.56,0,11.11,0,0,5.56,5.56,0,16.67,16.67,11.11,5.56,22.22,0,0,5.56,5.56,0,5.56,0,0,0,0,0,11.11,0,0,0,0,11.11,5.56,5.56,0,0,0,0,5.56,5.56,0,0,0,0,0,0,0,11.11,0,5.56,0,5.56,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,5.56,0,5.56,0,5.56
"It's a tough exam, but it's worth taking if you're thinking about making scientific/medical editing your profession (or if you want to pursue it for extra income).My impression is that the BELS certification has strong currency in the medical writing/publishing industry--I'm a member of the American Medical Writers Association, and many of its members seem to know BELS and that its certification is a good credential to have. I also believe being BELS certified helped me get several freelance gigs and broadened my professional standing and networking opportunities.One needs to sit the exam in person, which can be a drawback if you don't live in the US (though, they also hold exams in India, Korea, and Australia). If that's not an issue, I'd say go for it.Here's an article that I found very helpful while looking for more info on BELS:http://tobintouch.wordpress.com/2010/08/14/what%E2%80%99s-up-with-the-els-stace/",1,182,164,52.37,50,14.43,80.9,54.67,21.34,81.71,48.78,15.24,7.93,4.27,0.61,2.44,0,0.61,7.32,7.32,10.37,8.54,3.66,9.15,1.22,18.9,3.05,0.61,1.22,3.05,2.44,3.66,3.05,0,0,0,0,7.32,0,0,0,0,10.37,3.66,0.61,3.66,3.66,0,4.88,1.22,0.61,0.61,0,2.44,0,2.44,0,0,6.71,3.05,0.61,1.22,2.44,0,1.22,14.02,0,5.49,0.61,4.27,0.61,10.37,0,0,1.83,0,0,0.61,0,0.61,0,0,0,27.44,4.27,4.27,0.61,0,0,0,4.27,0,4.88,2.44,6.71
"I agree too, Roopa",1,117,4,1.92,1,74.76,99,4,0,75,50,25,25,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,25,0,25,0,0,0,0,0,0,0,0,0
 My name is <nameRedac_<anon_screen_name_redacted>> <nameRedac_<anon_screen_name_redacted>> and my e mail address is <emailRedac> ,0,111,20,38.6,84.14,3.37,25.77,20,30,60,25,10,10,10,0,0,0,0,0,0,0,10,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,90
Just wondering about a nice and economical software to check grammatical error or plagiarism in a text. Came past some softwares like Grammarly and Ginger but they require monthly/yearly subscription. Hence was wondering which one would be worth the money? Any suggestion would  be appreciated.,0,154,46,65.91,50,27.39,93.61,11.5,28.26,78.26,43.48,4.35,2.17,0,0,0,0,2.17,2.17,6.52,8.7,10.87,6.52,8.7,0,17.39,2.17,2.17,2.17,2.17,4.35,4.35,4.35,0,0,0,0,4.35,0,0,0,0,21.74,6.52,2.17,4.35,10.87,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52,4.35,0,10.87,2.17,2.17,6.52,4.35,0,0,6.52,0,0,0,0,0,0,0,0,10.87,6.52,0,0,0,2.17,0,0,0,0,0,2.17
"thanks for the reply, i did review few...anyways let s c till the end wt happens...",1,111,17,85.92,50,28.81,98.87,17,11.76,82.35,47.06,5.88,5.88,5.88,0,0,0,0,0,11.76,11.76,11.76,5.88,5.88,0,23.53,5.88,0,0,0,5.88,5.88,5.88,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,11.76,0,11.76,0,0,11.76,5.88,0,0,0,0,0,5.88,0,0,0,0,5.88,41.18,35.29,5.88,0,0,0,0,0,0,0,0,0
"Hello,I had posted in week 2 regarding unit 1 homework. I have the correct answer for unit 1 question 1.5 but I did not get credit for it. I see that the problem has not yet been fixed. Could staff please correct this prior to certificate distribution? Thank you!",0,58,50,47,15.86,56.63,91.14,10,16,84,50,16,10,8,0,2,0,0,6,4,10,12,2,2,4,20,0,0,0,8,0,8,6,2,0,0,0,6,0,0,0,0,18,4,0,4,2,4,6,2,2,0,0,0,0,0,0,0,8,2,0,2,2,2,10,10,0,8,0,2,6,8,0,2,2,0,0,0,0,0,0,0,0,12,6,2,0,0,2,2,0,0,0,0,0
Since i pass the deadline for grading for assignment #2 I could not see my grading/editing for assignment #2. Would that be a possibility to grade more work from 4 colleagues and try to get my grading from assignment #2? I tried to submit the same text on assignment #3 but i did not have any corrections in the text.How would that be possible to see my grading on assignment #2? I would be happy to grade 6-7 texts from colleagues. Thank you for a great course,0,44,90,86.43,15.86,10.08,84.54,18,17.78,87.78,51.11,12.22,10,8.89,0,1.11,0,0,2.22,5.56,17.78,10,1.11,3.33,2.22,18.89,4.44,2.22,1.11,8.89,2.22,3.33,3.33,0,0,0,0,3.33,0,2.22,0,0,15.56,0,2.22,4.44,4.44,1.11,3.33,2.22,2.22,0,0,0,0,0,0,0,8.89,2.22,3.33,1.11,2.22,0,2.22,12.22,0,5.56,1.11,3.33,1.11,18.89,0,0,0,0,0,0,0,0,0,0,0,13.33,3.33,0,0,0,2.22,0,1.11,0,0,0,6.67
I have the submitted the essay 3 and I have not received yet the grading ???,0,72,15,34.14,2.31,98.01,25.77,15,20,86.67,66.67,13.33,13.33,13.33,0,0,0,0,0,20,0,13.33,6.67,6.67,6.67,20,0,0,0,6.67,0,0,0,0,0,0,0,6.67,0,0,0,0,6.67,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,6.67,0,0,6.67,0,0,0,13.33,0,13.33,6.67,0,13.33,6.67,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0
You might be okay anyway- have a look at the progress tab and see what your final score is.The information about the checkbox problem has been on here for a couple of weeks,1,78,34,80.67,88.03,6.2,25.77,34,11.76,94.12,64.71,8.82,5.88,0,0,5.88,0,0,2.94,14.71,14.71,17.65,8.82,2.94,0,23.53,2.94,0,2.94,0,2.94,5.88,2.94,2.94,0,0,0,5.88,0,0,0,0,8.82,2.94,0,2.94,2.94,0,0,5.88,5.88,0,0,0,0,0,0,0,8.82,0,2.94,0,2.94,2.94,2.94,17.65,2.94,11.76,0,5.88,5.88,0,0,0,0,0,0,5.88,0,0,2.94,0,2.94,5.88,2.94,0,0,0,0,0,2.94,0,0,0,0
